record_date,region,site,team,manager_name,shift,employee_id,scheduled_start_ts,actual_start_ts,is_late,adherence_minutes,total_tasks,completed_tasks,utilization_rate,tenure_band,cohort
2026-01-27,East,SEA1,Outbound,Manager D,Morning,E2524,2026-01-27T08:00:00,2026-01-27T08:00:00,0,0,92,71,0.586,1-3 years,Experienced
2026-01-04,Central,DAL1,Inbound,Manager B,Afternoon,E9079,2026-01-04T14:00:00,2026-01-04T13:54:00,0,-6,88,69,0.658,3-12 months,New Hire
2026-02-12,Central,PHX1,Outbound,Manager D,Afternoon,E4203,2026-02-12T22:00:00,2026-02-12T21:57:00,0,-3,72,70,0.838,3+ years,New Hire
2026-02-04,East,SEA1,Outbound,Manager D,Afternoon,E3230,2026-02-04T14:00:00,2026-02-04T13:57:00,0,-3,96,80,0.876,1-3 years,Experienced
2026-06-04,Central,DAL1,Inbound,Manager D,Afternoon,E7161,2026-06-04T08:00:00,2026-06-04T07:56:00,0,-4,102,101,0.863,1-3 years,Experienced
2026-04-04,East,ATL1,Support,Manager B,Morning,E4434,2026-04-04T06:00:00,2026-04-04T06:00:00,0,0,43,42,0.735,3+ years,Experienced
2026-06-27,Central,DAL1,Outbound,Manager B,Night,E2211,2026-06-27T06:00:00,2026-06-27T05:55:00,0,-5,72,65,0.836,3+ years,Experienced
2026-05-30,West,ATL1,Support,Manager D,Night,E5067,2026-05-30T22:00:00,2026-05-30T21:57:00,0,-3,108,97,0.916,1-3 years,New Hire
2026-06-15,West,ATL1,Support,Manager D,Night,E9366,2026-06-15T06:00:00,2026-06-15T05:57:00,0,-3,95,73,0.589,3-12 months,Experienced
2026-04-06,West,DAL1,Support,Manager B,Night,E2901,2026-04-06T22:00:00,2026-04-06T21:52:00,0,-8,101,78,0.716,3-12 months,Experienced
2026-03-21,West,DAL1,Support,Manager D,Morning,E5919,2026-03-21T14:00:00,2026-03-21T13:53:00,0,-7,96,89,0.731,0-3 months,New Hire
2026-01-06,Central,SEA1,Inbound,Manager B,Night,E4798,2026-01-06T14:00:00,2026-01-06T14:00:00,0,0,60,49,0.721,3+ years,New Hire
2026-02-17,Central,DAL1,Support,Manager B,Morning,E2025,2026-02-17T22:00:00,2026-02-17T21:58:00,0,-2,89,66,0.636,0-3 months,New Hire
2026-04-04,Central,SEA2,Inbound,Manager C,Afternoon,E7431,2026-04-04T14:00:00,2026-04-04T13:59:00,0,-1,107,106,0.675,0-3 months,Experienced
2026-04-01,West,ATL1,Support,Manager C,Morning,E6003,2026-04-01T22:00:00,2026-04-01T22:01:00,0,1,50,45,0.675,0-3 months,New Hire
2026-04-06,East,ATL1,Outbound,Manager B,Afternoon,E3838,2026-04-06T08:00:00,2026-04-06T07:58:00,0,-2,63,54,0.765,3-12 months,Experienced
2026-03-15,East,SEA2,Outbound,Manager A,Afternoon,E9281,2026-03-15T08:00:00,2026-03-15T07:52:00,0,-8,102,79,0.876,3+ years,Experienced
2026-06-25,East,DAL1,Outbound,Manager D,Night,E5729,2026-06-25T22:00:00,2026-06-25T22:02:00,1,2,68,55,0.66,3-12 months,Experienced
2026-05-25,East,ATL1,Inbound,Manager A,Night,E8231,2026-05-25T22:00:00,2026-05-25T22:00:00,0,0,86,76,0.853,3-12 months,Experienced
2026-01-27,West,PHX1,Outbound,Manager C,Morning,E4438,2026-01-27T08:00:00,2026-01-27T07:53:00,0,-7,96,92,0.597,1-3 years,Experienced
2026-02-12,Central,SEA2,Inbound,Manager C,Morning,E5740,2026-02-12T08:00:00,2026-02-12T08:01:00,0,1,108,85,0.942,1-3 years,New Hire
2026-02-04,West,SEA1,Support,Manager B,Afternoon,E7434,2026-02-04T22:00:00,2026-02-04T21:54:00,0,-6,71,55,0.679,3+ years,New Hire
2026-05-28,Central,DAL1,Outbound,Manager A,Afternoon,E8449,2026-05-28T14:00:00,2026-05-28T13:53:00,0,-7,91,79,0.661,3+ years,Experienced
2026-05-29,West,SEA1,Outbound,Manager C,Night,E9105,2026-05-29T06:00:00,2026-05-29T06:00:00,0,0,90,72,0.722,1-3 years,Experienced
2026-03-14,Central,ATL1,Inbound,Manager D,Night,E1266,2026-03-14T14:00:00,2026-03-14T14:02:00,0,2,46,35,0.8,0-3 months,New Hire
2026-04-23,West,SEA1,Inbound,Manager B,Afternoon,E6905,2026-04-23T22:00:00,2026-04-23T21:56:00,0,-4,60,58,0.901,1-3 years,New Hire
2026-04-06,West,SEA1,Support,Manager C,Afternoon,E4496,2026-04-06T08:00:00,2026-04-06T07:55:00,0,-5,94,85,0.831,3+ years,New Hire
2026-02-03,West,ATL1,Outbound,Manager A,Night,E8826,2026-02-03T08:00:00,2026-02-03T08:22:00,1,22,55,54,0.719,0-3 months,New Hire
2026-04-09,West,SEA1,Outbound,Manager C,Morning,E3340,2026-04-09T06:00:00,2026-04-09T05:54:00,0,-6,88,83,0.851,0-3 months,New Hire
2026-06-06,West,DAL1,Support,Manager B,Afternoon,E2420,2026-06-06T08:00:00,2026-06-06T07:54:00,0,-6,92,83,0.727,0-3 months,New Hire
2026-02-01,East,PHX1,Outbound,Manager B,Afternoon,E5668,2026-02-01T22:00:00,2026-02-01T22:02:00,0,2,50,40,0.79,0-3 months,Experienced
2026-02-22,East,DAL1,Support,Manager A,Afternoon,E2163,2026-02-22T08:00:00,2026-02-22T07:55:00,0,-5,103,87,0.646,0-3 months,Experienced
2026-03-23,West,DAL1,Outbound,Manager C,Night,E2106,2026-03-23T08:00:00,2026-03-23T07:54:00,0,-6,100,98,0.858,0-3 months,Experienced
2026-02-25,East,SEA1,Support,Manager C,Afternoon,E9791,2026-02-25T06:00:00,2026-02-25T06:00:00,0,0,93,79,0.711,3-12 months,Experienced
2026-01-22,East,SEA1,Inbound,Manager B,Night,E2083,2026-01-22T14:00:00,2026-01-22T13:58:00,0,-2,115,104,0.884,1-3 years,Experienced
2026-03-03,East,SEA2,Outbound,Manager A,Morning,E3877,2026-03-03T06:00:00,2026-03-03T06:01:00,0,1,47,38,0.847,0-3 months,New Hire
2026-02-05,West,SEA2,Outbound,Manager C,Afternoon,E6488,2026-02-05T06:00:00,2026-02-05T06:09:00,1,9,74,69,0.597,3+ years,Experienced
2026-05-15,West,PHX1,Support,Manager A,Night,E7024,2026-05-15T06:00:00,2026-05-15T06:00:00,0,0,86,65,0.894,3-12 months,Experienced
2026-01-27,West,SEA2,Support,Manager A,Night,E3932,2026-01-27T06:00:00,2026-01-27T06:01:00,1,1,71,54,0.696,0-3 months,Experienced
2026-02-27,West,SEA2,Support,Manager C,Afternoon,E3938,2026-02-27T14:00:00,2026-02-27T13:53:00,0,-7,113,95,0.751,3-12 months,New Hire
2026-04-13,Central,DAL1,Outbound,Manager C,Afternoon,E4974,2026-04-13T06:00:00,2026-04-13T06:30:00,1,30,41,34,0.667,3+ years,Experienced
2026-06-01,East,SEA2,Support,Manager B,Night,E1157,2026-06-01T22:00:00,2026-06-01T22:27:00,1,27,43,34,0.689,1-3 years,New Hire
2026-06-18,West,PHX1,Inbound,Manager B,Morning,E9515,2026-06-18T22:00:00,2026-06-18T21:52:00,0,-8,58,53,0.587,3+ years,Experienced
2026-04-28,East,ATL1,Support,Manager B,Morning,E3141,2026-04-28T06:00:00,2026-04-28T05:58:00,0,-2,49,44,0.575,3-12 months,Experienced
2026-03-08,East,DAL1,Support,Manager C,Night,E2785,2026-03-08T14:00:00,2026-03-08T13:56:00,0,-4,69,53,0.631,3-12 months,New Hire
2026-02-12,West,DAL1,Outbound,Manager A,Afternoon,E2481,2026-02-12T22:00:00,2026-02-12T21:55:00,0,-5,97,80,0.656,3-12 months,Experienced
2026-06-28,Central,SEA2,Inbound,Manager A,Afternoon,E3848,2026-06-28T06:00:00,2026-06-28T05:57:00,0,-3,90,79,0.821,0-3 months,Experienced
2026-04-26,Central,SEA1,Inbound,Manager B,Afternoon,E2376,2026-04-26T08:00:00,2026-04-26T08:04:00,1,4,68,53,0.879,1-3 years,New Hire
2026-01-06,West,SEA2,Outbound,Manager B,Night,E8096,2026-01-06T06:00:00,2026-01-06T06:22:00,1,22,55,41,0.734,3+ years,Experienced
2026-01-08,East,DAL1,Outbound,Manager B,Morning,E5026,2026-01-08T22:00:00,2026-01-08T21:56:00,0,-4,75,64,0.609,1-3 years,Experienced
2026-04-16,East,SEA1,Outbound,Manager D,Morning,E1319,2026-04-16T22:00:00,2026-04-16T22:13:00,1,13,107,86,0.948,3+ years,Experienced
2026-05-03,Central,PHX1,Support,Manager C,Night,E1959,2026-05-03T22:00:00,2026-05-03T21:54:00,0,-6,43,35,0.638,3+ years,Experienced
2026-05-30,East,SEA2,Inbound,Manager B,Morning,E7363,2026-05-30T08:00:00,2026-05-30T08:03:00,0,3,47,44,0.929,1-3 years,New Hire
2026-02-15,East,ATL1,Support,Manager C,Afternoon,E4084,2026-02-15T08:00:00,2026-02-15T07:52:00,0,-8,85,83,0.775,3+ years,Experienced
2026-02-14,East,SEA1,Inbound,Manager B,Morning,E4300,2026-02-14T22:00:00,2026-02-14T21:52:00,0,-8,107,93,0.683,3-12 months,Experienced
2026-02-15,East,SEA1,Inbound,Manager B,Morning,E7481,2026-02-15T14:00:00,2026-02-15T14:00:00,0,0,86,85,0.699,0-3 months,Experienced
2026-03-19,East,SEA2,Support,Manager D,Morning,E6846,2026-03-19T14:00:00,2026-03-19T13:59:00,0,-1,80,63,0.937,3-12 months,New Hire
2026-04-07,East,PHX1,Inbound,Manager A,Morning,E1530,2026-04-07T14:00:00,2026-04-07T14:01:00,0,1,90,86,0.858,3-12 months,Experienced
2026-06-06,East,ATL1,Outbound,Manager B,Morning,E2453,2026-06-06T08:00:00,2026-06-06T07:53:00,0,-7,70,58,0.678,1-3 years,Experienced
2026-01-03,Central,SEA2,Support,Manager A,Morning,E3725,2026-01-03T14:00:00,2026-01-03T13:53:00,0,-7,40,30,0.725,3+ years,Experienced
2026-04-07,West,ATL1,Inbound,Manager D,Afternoon,E5831,2026-04-07T14:00:00,2026-04-07T14:01:00,0,1,68,53,0.579,0-3 months,Experienced
2026-03-08,Central,SEA1,Inbound,Manager D,Afternoon,E8909,2026-03-08T06:00:00,2026-03-08T06:05:00,1,5,110,108,0.941,0-3 months,Experienced
2026-06-17,East,ATL1,Inbound,Manager A,Afternoon,E9849,2026-06-17T08:00:00,2026-06-17T08:14:00,1,14,64,54,0.772,1-3 years,Experienced
2026-03-18,East,SEA1,Outbound,Manager D,Morning,E8869,2026-03-18T08:00:00,2026-03-18T08:24:00,1,24,40,34,0.668,3-12 months,New Hire
2026-01-07,East,SEA2,Outbound,Manager A,Night,E5341,2026-01-07T08:00:00,2026-01-07T07:53:00,0,-7,79,74,0.738,0-3 months,Experienced
2026-02-17,East,DAL1,Inbound,Manager D,Afternoon,E2009,2026-02-17T14:00:00,2026-02-17T14:29:00,1,29,99,80,0.885,3-12 months,New Hire
2026-01-22,Central,ATL1,Support,Manager B,Afternoon,E4860,2026-01-22T14:00:00,2026-01-22T13:58:00,0,-2,106,90,0.764,3+ years,Experienced
2026-01-21,West,SEA1,Support,Manager B,Night,E4157,2026-01-21T22:00:00,2026-01-21T22:29:00,1,29,62,61,0.617,3-12 months,New Hire
2026-04-19,West,DAL1,Support,Manager B,Morning,E2425,2026-04-19T06:00:00,2026-04-19T05:56:00,0,-4,80,78,0.916,3+ years,Experienced
2026-05-22,Central,PHX1,Outbound,Manager A,Night,E3451,2026-05-22T14:00:00,2026-05-22T14:01:00,0,1,115,101,0.718,3-12 months,New Hire
2026-01-28,West,PHX1,Outbound,Manager D,Night,E5512,2026-01-28T06:00:00,2026-01-28T06:02:00,0,2,102,91,0.739,3+ years,New Hire
2026-06-08,Central,SEA1,Outbound,Manager B,Afternoon,E6094,2026-06-08T22:00:00,2026-06-08T22:31:00,1,31,74,72,0.558,1-3 years,Experienced
2026-06-28,West,SEA2,Outbound,Manager D,Morning,E4079,2026-06-28T06:00:00,2026-06-28T05:57:00,0,-3,74,68,0.792,3+ years,New Hire
2026-04-15,East,ATL1,Inbound,Manager B,Afternoon,E1474,2026-04-15T22:00:00,2026-04-15T22:33:00,1,33,91,71,0.891,3-12 months,New Hire
2026-02-21,East,SEA2,Outbound,Manager A,Morning,E7503,2026-02-21T06:00:00,2026-02-21T06:03:00,0,3,65,53,0.879,0-3 months,New Hire
2026-03-03,Central,DAL1,Outbound,Manager B,Night,E2480,2026-03-03T14:00:00,2026-03-03T13:59:00,0,-1,115,102,0.688,1-3 years,New Hire
2026-04-09,West,SEA2,Inbound,Manager B,Night,E1145,2026-04-09T06:00:00,2026-04-09T06:02:00,0,2,66,53,0.714,3+ years,New Hire
2026-06-15,Central,ATL1,Inbound,Manager C,Morning,E8520,2026-06-15T08:00:00,2026-06-15T07:56:00,0,-4,75,64,0.701,1-3 years,New Hire
2026-04-30,Central,ATL1,Outbound,Manager A,Night,E2771,2026-04-30T14:00:00,2026-04-30T14:24:00,1,24,111,101,0.794,3+ years,New Hire
2026-03-28,East,PHX1,Outbound,Manager C,Afternoon,E7620,2026-03-28T14:00:00,2026-03-28T14:00:00,0,0,70,68,0.872,1-3 years,New Hire
2026-01-07,West,PHX1,Outbound,Manager D,Afternoon,E6622,2026-01-07T22:00:00,2026-01-07T21:52:00,0,-8,114,105,0.779,3-12 months,Experienced
2026-06-21,East,ATL1,Inbound,Manager B,Afternoon,E3999,2026-06-21T14:00:00,2026-06-21T13:59:00,0,-1,56,52,0.84,1-3 years,New Hire
2026-02-26,West,SEA2,Outbound,Manager D,Night,E8709,2026-02-26T14:00:00,2026-02-26T13:57:00,0,-3,87,70,0.668,0-3 months,New Hire
2026-05-01,West,ATL1,Support,Manager D,Morning,E6614,2026-05-01T08:00:00,2026-05-01T07:58:00,0,-2,46,44,0.61,3+ years,Experienced
2026-02-06,Central,SEA2,Outbound,Manager C,Morning,E4430,2026-02-06T14:00:00,2026-02-06T13:54:00,0,-6,80,72,0.552,3-12 months,New Hire
2026-05-06,East,SEA2,Outbound,Manager D,Night,E7112,2026-05-06T06:00:00,2026-05-06T05:59:00,0,-1,89,66,0.764,0-3 months,Experienced
2026-05-16,East,SEA1,Inbound,Manager B,Night,E6015,2026-05-16T08:00:00,2026-05-16T07:57:00,0,-3,79,61,0.703,3-12 months,New Hire
2026-01-12,Central,PHX1,Support,Manager C,Afternoon,E4087,2026-01-12T14:00:00,2026-01-12T14:02:00,0,2,57,47,0.911,3-12 months,Experienced
2026-01-05,East,SEA2,Inbound,Manager B,Night,E1612,2026-01-05T08:00:00,2026-01-05T08:01:00,0,1,104,82,0.697,3+ years,Experienced
2026-05-17,Central,ATL1,Support,Manager A,Morning,E3024,2026-05-17T06:00:00,2026-05-17T05:52:00,0,-8,46,42,0.717,1-3 years,Experienced
2026-06-29,East,SEA2,Support,Manager A,Night,E3247,2026-06-29T08:00:00,2026-06-29T08:02:00,0,2,52,47,0.658,3+ years,New Hire
2026-05-11,Central,PHX1,Inbound,Manager D,Morning,E7713,2026-05-11T06:00:00,2026-05-11T05:55:00,0,-5,73,69,0.939,1-3 years,New Hire
2026-01-11,East,SEA2,Outbound,Manager C,Night,E9095,2026-01-11T22:00:00,2026-01-11T21:52:00,0,-8,51,49,0.884,3-12 months,New Hire
2026-05-11,West,SEA1,Support,Manager B,Afternoon,E1646,2026-05-11T06:00:00,2026-05-11T05:56:00,0,-4,73,63,0.59,1-3 years,Experienced
2026-06-23,West,DAL1,Inbound,Manager A,Night,E6384,2026-06-23T14:00:00,2026-06-23T13:52:00,0,-8,41,39,0.815,1-3 years,Experienced
2026-06-09,Central,SEA1,Outbound,Manager B,Afternoon,E7909,2026-06-09T14:00:00,2026-06-09T14:26:00,1,26,98,80,0.704,3-12 months,New Hire
2026-02-03,Central,SEA2,Outbound,Manager D,Morning,E1472,2026-02-03T06:00:00,2026-02-03T06:02:00,0,2,96,76,0.702,3-12 months,Experienced
2026-05-05,East,DAL1,Inbound,Manager A,Afternoon,E4669,2026-05-05T06:00:00,2026-05-05T05:57:00,0,-3,41,37,0.821,1-3 years,New Hire
2026-04-21,Central,DAL1,Support,Manager D,Afternoon,E9123,2026-04-21T08:00:00,2026-04-21T08:04:00,1,4,41,37,0.613,3-12 months,New Hire
2026-05-06,Central,SEA2,Outbound,Manager A,Afternoon,E8277,2026-05-06T14:00:00,2026-05-06T14:00:00,0,0,88,74,0.644,3+ years,New Hire
2026-05-08,West,PHX1,Outbound,Manager A,Morning,E5990,2026-05-08T22:00:00,2026-05-08T22:27:00,1,27,44,39,0.55,3-12 months,Experienced
2026-03-29,East,SEA1,Outbound,Manager C,Morning,E8414,2026-03-29T14:00:00,2026-03-29T14:01:00,0,1,116,100,0.813,0-3 months,New Hire
2026-06-18,West,SEA1,Outbound,Manager C,Afternoon,E7704,2026-06-18T08:00:00,2026-06-18T07:57:00,0,-3,53,40,0.616,0-3 months,Experienced
2026-06-06,East,SEA2,Outbound,Manager B,Morning,E3018,2026-06-06T08:00:00,2026-06-06T07:55:00,0,-5,83,64,0.716,3+ years,Experienced
2026-06-18,West,DAL1,Support,Manager A,Morning,E3845,2026-06-18T08:00:00,2026-06-18T07:58:00,0,-2,114,99,0.753,3-12 months,New Hire
2026-04-10,Central,ATL1,Outbound,Manager B,Afternoon,E9393,2026-04-10T14:00:00,2026-04-10T13:57:00,0,-3,77,66,0.603,1-3 years,Experienced
2026-05-22,West,SEA2,Support,Manager C,Morning,E9255,2026-05-22T08:00:00,2026-05-22T08:02:00,0,2,56,55,0.81,1-3 years,New Hire
2026-04-01,West,ATL1,Support,Manager D,Night,E9564,2026-04-01T22:00:00,2026-04-01T22:00:00,0,0,76,73,0.719,0-3 months,New Hire
2026-04-08,West,SEA1,Inbound,Manager B,Night,E5835,2026-04-08T08:00:00,2026-04-08T07:54:00,0,-6,76,69,0.609,3-12 months,New Hire
2026-04-02,East,SEA1,Support,Manager B,Night,E5712,2026-04-02T22:00:00,2026-04-02T22:00:00,0,0,89,72,0.864,0-3 months,Experienced
2026-04-10,Central,PHX1,Inbound,Manager A,Night,E4695,2026-04-10T22:00:00,2026-04-10T21:55:00,0,-5,119,115,0.894,1-3 years,New Hire
2026-02-19,Central,DAL1,Support,Manager A,Morning,E5329,2026-02-19T14:00:00,2026-02-19T13:54:00,0,-6,105,81,0.566,3-12 months,New Hire
2026-05-30,East,SEA1,Outbound,Manager B,Afternoon,E5934,2026-05-30T14:00:00,2026-05-30T14:21:00,1,21,116,88,0.923,3+ years,Experienced
2026-01-19,Central,ATL1,Inbound,Manager A,Morning,E4624,2026-01-19T14:00:00,2026-01-19T13:54:00,0,-6,93,82,0.711,3-12 months,Experienced
2026-03-26,West,PHX1,Support,Manager D,Morning,E4994,2026-03-26T14:00:00,2026-03-26T14:02:00,0,2,41,31,0.688,0-3 months,Experienced
2026-04-08,Central,DAL1,Support,Manager C,Afternoon,E1718,2026-04-08T06:00:00,2026-04-08T06:34:00,1,34,87,76,0.753,1-3 years,New Hire
2026-03-24,Central,SEA1,Support,Manager A,Morning,E2702,2026-03-24T06:00:00,2026-03-24T05:55:00,0,-5,120,113,0.896,3-12 months,Experienced
2026-06-15,West,SEA2,Outbound,Manager C,Morning,E4729,2026-06-15T06:00:00,2026-06-15T06:05:00,1,5,46,36,0.651,1-3 years,Experienced
2026-04-10,West,DAL1,Outbound,Manager A,Afternoon,E1745,2026-04-10T22:00:00,2026-04-10T21:53:00,0,-7,108,81,0.838,0-3 months,Experienced
2026-05-09,Central,PHX1,Outbound,Manager A,Night,E3561,2026-05-09T06:00:00,2026-05-09T05:59:00,0,-1,88,74,0.814,3-12 months,New Hire
2026-04-11,West,SEA2,Support,Manager C,Afternoon,E1082,2026-04-11T14:00:00,2026-04-11T13:52:00,0,-8,110,106,0.607,3+ years,New Hire
2026-03-20,West,PHX1,Outbound,Manager B,Morning,E1891,2026-03-20T08:00:00,2026-03-20T08:15:00,1,15,118,113,0.628,3+ years,New Hire
2026-03-16,Central,PHX1,Inbound,Manager D,Morning,E2143,2026-03-16T06:00:00,2026-03-16T05:57:00,0,-3,56,51,0.644,3-12 months,Experienced
2026-05-05,Central,PHX1,Support,Manager C,Night,E3762,2026-05-05T22:00:00,2026-05-05T21:54:00,0,-6,112,99,0.873,0-3 months,Experienced
2026-03-05,Central,DAL1,Outbound,Manager B,Afternoon,E8978,2026-03-05T08:00:00,2026-03-05T07:57:00,0,-3,101,87,0.693,0-3 months,New Hire
2026-06-15,East,PHX1,Support,Manager B,Morning,E1511,2026-06-15T06:00:00,2026-06-15T06:02:00,0,2,49,45,0.907,3+ years,New Hire
2026-01-10,Central,ATL1,Outbound,Manager B,Night,E9210,2026-01-10T14:00:00,2026-01-10T13:55:00,0,-5,115,107,0.666,0-3 months,Experienced
2026-04-04,East,SEA2,Support,Manager B,Night,E3395,2026-04-04T06:00:00,2026-04-04T05:54:00,0,-6,97,76,0.777,3+ years,Experienced
2026-01-11,Central,DAL1,Inbound,Manager C,Morning,E8695,2026-01-11T08:00:00,2026-01-11T07:52:00,0,-8,66,58,0.867,3+ years,New Hire
2026-01-11,East,SEA1,Support,Manager C,Night,E7201,2026-01-11T14:00:00,2026-01-11T13:56:00,0,-4,114,101,0.62,1-3 years,New Hire
2026-05-13,West,DAL1,Support,Manager D,Morning,E9222,2026-05-13T14:00:00,2026-05-13T13:57:00,0,-3,102,96,0.905,3-12 months,Experienced
2026-02-12,West,SEA1,Support,Manager C,Night,E4773,2026-02-12T08:00:00,2026-02-12T07:54:00,0,-6,60,50,0.837,3+ years,Experienced
2026-01-30,East,DAL1,Inbound,Manager B,Afternoon,E3639,2026-01-30T22:00:00,2026-01-30T21:58:00,0,-2,42,34,0.601,3-12 months,New Hire
2026-05-27,East,SEA1,Outbound,Manager B,Morning,E5644,2026-05-27T08:00:00,2026-05-27T07:58:00,0,-2,116,115,0.805,0-3 months,New Hire
2026-04-25,West,DAL1,Inbound,Manager D,Morning,E6614,2026-04-25T22:00:00,2026-04-25T22:01:00,0,1,63,57,0.754,3+ years,New Hire
2026-02-28,West,DAL1,Inbound,Manager A,Morning,E8796,2026-02-28T22:00:00,2026-02-28T22:00:00,0,0,93,88,0.792,0-3 months,New Hire
2026-01-24,West,SEA2,Support,Manager A,Night,E9680,2026-01-24T22:00:00,2026-01-24T22:02:00,0,2,95,83,0.698,3+ years,New Hire
2026-05-04,West,PHX1,Support,Manager A,Night,E5641,2026-05-04T22:00:00,2026-05-04T21:56:00,0,-4,101,95,0.914,3+ years,Experienced
2026-02-18,Central,SEA1,Support,Manager A,Night,E2746,2026-02-18T06:00:00,2026-02-18T05:58:00,0,-2,66,60,0.676,3-12 months,Experienced
2026-06-16,East,PHX1,Outbound,Manager C,Night,E8904,2026-06-16T14:00:00,2026-06-16T14:02:00,0,2,90,84,0.715,3-12 months,Experienced
2026-05-24,East,PHX1,Support,Manager C,Afternoon,E4764,2026-05-24T22:00:00,2026-05-24T21:58:00,0,-2,57,54,0.814,3+ years,New Hire
2026-01-26,East,ATL1,Outbound,Manager A,Afternoon,E8133,2026-01-26T08:00:00,2026-01-26T08:01:00,1,1,51,48,0.739,0-3 months,New Hire
2026-03-09,East,PHX1,Support,Manager A,Morning,E1941,2026-03-09T08:00:00,2026-03-09T07:58:00,0,-2,118,107,0.665,3-12 months,Experienced
2026-04-23,West,SEA2,Support,Manager C,Night,E1590,2026-04-23T06:00:00,2026-04-23T06:01:00,0,1,105,92,0.643,1-3 years,New Hire
2026-06-17,East,SEA2,Outbound,Manager D,Morning,E2124,2026-06-17T06:00:00,2026-06-17T05:58:00,0,-2,91,81,0.757,0-3 months,Experienced
2026-05-24,East,PHX1,Inbound,Manager B,Afternoon,E2744,2026-05-24T14:00:00,2026-05-24T13:58:00,0,-2,113,84,0.62,0-3 months,Experienced
2026-03-29,Central,ATL1,Support,Manager C,Afternoon,E8517,2026-03-29T06:00:00,2026-03-29T05:58:00,0,-2,112,97,0.647,3+ years,New Hire
2026-05-04,East,PHX1,Outbound,Manager B,Morning,E1159,2026-05-04T06:00:00,2026-05-04T05:55:00,0,-5,80,68,0.691,1-3 years,New Hire
2026-03-15,East,DAL1,Support,Manager C,Night,E5408,2026-03-15T06:00:00,2026-03-15T06:12:00,1,12,100,82,0.637,3-12 months,New Hire
2026-05-08,West,SEA2,Inbound,Manager C,Night,E2964,2026-05-08T08:00:00,2026-05-08T07:55:00,0,-5,71,68,0.692,0-3 months,Experienced
2026-06-07,East,ATL1,Outbound,Manager C,Morning,E5591,2026-06-07T06:00:00,2026-06-07T05:59:00,0,-1,113,109,0.746,3+ years,New Hire
2026-05-28,West,SEA1,Outbound,Manager D,Night,E8490,2026-05-28T08:00:00,2026-05-28T07:52:00,0,-8,104,87,0.894,0-3 months,Experienced
2026-03-22,East,SEA1,Inbound,Manager D,Night,E5306,2026-03-22T06:00:00,2026-03-22T05:57:00,0,-3,86,77,0.654,3-12 months,Experienced
2026-05-01,Central,PHX1,Outbound,Manager D,Morning,E3947,2026-05-01T14:00:00,2026-05-01T14:03:00,0,3,87,73,0.71,3-12 months,New Hire
2026-01-26,Central,SEA2,Outbound,Manager D,Night,E9185,2026-01-26T14:00:00,2026-01-26T14:03:00,0,3,59,51,0.554,3-12 months,Experienced
2026-05-05,Central,PHX1,Support,Manager A,Night,E2577,2026-05-05T14:00:00,2026-05-05T14:03:00,0,3,60,45,0.876,3+ years,Experienced
2026-03-08,East,PHX1,Support,Manager C,Night,E4259,2026-03-08T14:00:00,2026-03-08T13:58:00,0,-2,55,46,0.822,3-12 months,Experienced
2026-04-01,West,ATL1,Support,Manager D,Afternoon,E3745,2026-04-01T14:00:00,2026-04-01T13:58:00,0,-2,118,96,0.803,1-3 years,Experienced
2026-06-11,Central,SEA1,Inbound,Manager C,Morning,E5444,2026-06-11T22:00:00,2026-06-11T21:57:00,0,-3,77,71,0.792,3+ years,Experienced
2026-05-31,West,DAL1,Inbound,Manager A,Morning,E4450,2026-05-31T22:00:00,2026-05-31T22:16:00,1,16,72,70,0.83,3-12 months,Experienced
2026-01-27,Central,SEA1,Support,Manager A,Afternoon,E3544,2026-01-27T06:00:00,2026-01-27T06:26:00,1,26,107,100,0.583,0-3 months,Experienced
2026-03-21,East,SEA2,Outbound,Manager D,Night,E6846,2026-03-21T08:00:00,2026-03-21T07:54:00,0,-6,107,102,0.561,1-3 years,Experienced
2026-04-30,Central,ATL1,Inbound,Manager B,Afternoon,E9576,2026-04-30T14:00:00,2026-04-30T13:59:00,0,-1,120,112,0.901,1-3 years,Experienced
2026-05-04,West,SEA1,Outbound,Manager C,Afternoon,E6634,2026-05-04T08:00:00,2026-05-04T07:54:00,0,-6,78,58,0.759,1-3 years,Experienced
2026-05-17,Central,DAL1,Outbound,Manager A,Afternoon,E4089,2026-05-17T06:00:00,2026-05-17T05:56:00,0,-4,116,93,0.553,3+ years,Experienced
2026-04-12,East,SEA2,Support,Manager D,Night,E5454,2026-04-12T08:00:00,2026-04-12T07:55:00,0,-5,73,56,0.8,1-3 years,Experienced
2026-04-16,Central,SEA1,Inbound,Manager C,Morning,E4076,2026-04-16T08:00:00,2026-04-16T08:30:00,1,30,119,102,0.83,1-3 years,New Hire
2026-02-08,West,ATL1,Inbound,Manager A,Morning,E1241,2026-02-08T06:00:00,2026-02-08T05:54:00,0,-6,96,89,0.643,3+ years,New Hire
2026-03-29,West,PHX1,Outbound,Manager D,Afternoon,E1918,2026-03-29T22:00:00,2026-03-29T21:52:00,0,-8,82,63,0.85,1-3 years,Experienced
