plan_week,region,node_type,origin_node,destination_node,lane_id,ship_method,forecasted_packages,actual_packages,planned_capacity,available_capacity,capacity_utilization,volume_variance,forecast_error_pct,cost_per_package,on_time_delivery_rate,missed_promise_units,backlog_units,labor_hours,trailer_count
2026-01-19,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,82391,82865,96823,13958,0.8558,474,0.0058,1.42,0.9788,1356,2730,6128,48
2026-01-19,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Linehaul,176196,188130,181232,-6898,1.0381,11934,0.0677,1.25,0.9569,6722,7802,14114,135
2026-01-19,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,131188,116698,146571,29873,0.7962,-14490,-0.1105,1.28,0.9683,3816,2096,7502,81
2026-01-19,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Linehaul,158387,160642,187427,26785,0.8571,2255,0.0142,1.42,0.9686,3651,517,14308,127
2026-01-19,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Linehaul,140971,144770,156662,11892,0.9241,3799,0.0269,1.41,0.9643,4670,824,13225,108
2026-01-19,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,65179,58687,69419,10732,0.8454,-6492,-0.0996,1.37,0.9556,2775,876,5050,33
2026-01-19,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Same-Day,20367,21752,24313,2561,0.8947,1385,0.068,2.53,0.9849,347,276,1692,15
2026-01-19,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,27451,28731,31241,2510,0.9197,1280,0.0466,1.23,0.9647,1115,1514,2332,21
2026-01-19,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Ground,44672,39442,53674,14232,0.7348,-5230,-0.1171,1.33,0.958,1910,2489,2729,27
2026-01-19,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Ground,33923,29985,27591,-2394,1.0868,-3938,-0.1161,1.59,0.9243,1936,4351,1978,16
2026-01-19,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,88060,92611,91127,-1484,1.0163,4551,0.0517,1.51,0.9732,2654,1982,7550,57
2026-01-19,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Linehaul,69105,73883,81218,7335,0.9097,4778,0.0691,1.43,0.9575,2998,43,5610,58
2026-01-19,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Same-Day,49730,50199,51172,973,0.981,469,0.0094,2.42,0.937,3404,527,3850,35
2026-01-19,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Ground,123396,130564,140078,9514,0.9321,7168,0.0581,1.24,0.9653,4349,1596,8800,95
2026-01-19,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Linehaul,157759,136189,166849,30660,0.8162,-21570,-0.1367,1.34,0.9767,3248,1216,9654,77
2026-01-19,South,Fulfillment Center,CLT5,RDU2,CLT5-RDU2,Air,95475,88883,102078,13195,0.8707,-6592,-0.069,1.75,0.9539,3411,1092,6268,54
2026-01-19,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Linehaul,94798,101525,107515,5990,0.9443,6727,0.071,1.3,0.9546,3417,866,9016,67
2026-01-19,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,124669,131574,127904,-3670,1.0287,6905,0.0554,1.19,0.9319,7589,6806,12334,98
2026-01-19,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Air,71899,85274,84147,-1127,1.0134,13375,0.186,2.16,0.9341,5486,1414,5998,68
2026-01-19,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Linehaul,71740,66610,73683,7073,0.904,-5130,-0.0715,1.18,0.9723,2075,1522,6131,41
2026-01-19,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Air,56512,60684,59000,-1684,1.0285,4172,0.0738,2.06,0.9507,3231,2975,4355,35
2026-01-19,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Air,74929,80898,81257,359,0.9956,5969,0.0797,2.25,0.9531,2754,1003,6986,45
2026-01-19,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,66654,63287,62273,-1014,1.0163,-3367,-0.0505,1.31,0.9647,2514,3363,4957,49
2026-01-19,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Linehaul,145809,146249,182031,35782,0.8034,440,0.003,1.14,0.9648,4547,1085,13213,85
2026-01-19,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Air,113528,121279,128122,6843,0.9466,7751,0.0683,2.0,0.981,1846,1093,8189,72
2026-01-19,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,43325,44060,48553,4493,0.9075,735,0.017,1.25,0.9434,1982,1532,3102,28
2026-01-19,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,46317,50657,47146,-3511,1.0745,4340,0.0937,1.27,0.927,4041,4465,4063,31
2026-01-19,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,113089,108132,121361,13229,0.891,-4957,-0.0438,1.44,0.9515,3908,66,7246,62
2026-01-19,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Linehaul,114275,112866,126684,13818,0.8909,-1409,-0.0123,1.38,0.9577,4434,1959,10890,78
2026-01-19,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Air,77468,68215,90720,22505,0.7519,-9253,-0.1194,1.89,0.9476,2927,760,5907,38
2026-01-19,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Air,77856,77869,83404,5535,0.9336,13,0.0002,2.04,0.966,2723,786,5349,58
2026-01-19,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,74803,78806,76540,-2266,1.0296,4003,0.0535,1.42,0.972,1609,3273,5565,55
2026-01-19,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Air,46045,44670,53103,8433,0.8412,-1375,-0.0299,1.86,0.9696,1288,903,3124,27
2026-01-19,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Ground,28148,29667,30875,1208,0.9609,1519,0.054,1.23,0.946,1165,1125,2597,23
2026-01-19,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Same-Day,13782,14753,15290,537,0.9649,971,0.0705,2.1,0.9653,517,616,950,10
2026-01-19,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Ground,26731,25550,31125,5575,0.8209,-1181,-0.0442,1.24,0.9597,1102,2249,1630,16
2026-01-19,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Air,57068,57407,62637,5230,0.9165,339,0.0059,1.88,0.9787,965,283,4921,34
2026-01-19,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Ground,110472,106843,128445,21602,0.8318,-3629,-0.0328,1.46,0.9556,3852,720,10017,84
2026-01-19,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Same-Day,52553,58585,54178,-4407,1.0813,6032,0.1148,2.59,0.9245,3429,6922,4685,40
2026-01-19,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,26982,26612,33033,6421,0.8056,-370,-0.0137,1.57,0.9496,1062,920,1716,18
2026-01-19,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Air,51702,60128,60703,575,0.9905,8426,0.163,2.23,0.9783,1510,363,4420,42
2026-01-19,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Ground,37832,42574,40528,-2046,1.0505,4742,0.1253,1.57,0.9291,3066,2111,2985,31
2026-01-19,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,38960,42351,46637,4286,0.9081,3391,0.087,1.38,0.9498,2389,445,3404,27
2026-01-19,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Linehaul,44421,43391,49458,6067,0.8773,-1030,-0.0232,1.28,0.9845,545,639,2990,24
2026-01-19,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Ground,146958,154604,173515,18911,0.891,7646,0.052,1.41,0.9554,8019,338,10027,126
2026-01-19,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Air,84327,87321,105384,18063,0.8286,2994,0.0355,2.17,0.9533,4428,542,6713,69
2026-01-19,West,Fulfillment Center,SEA1,PDX5,SEA1-PDX5,Ground,52832,47102,64053,16951,0.7354,-5730,-0.1085,1.45,0.9708,1231,952,3466,38
2026-01-19,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Linehaul,44978,45320,56194,10874,0.8065,342,0.0076,1.28,0.9653,1577,1826,3329,29
2026-01-19,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Linehaul,130792,146733,144603,-2130,1.0147,15941,0.1219,1.2,0.956,6126,3415,12278,82
2026-01-19,West,Fulfillment Center,SEA1,PDX5,SEA1-PDX5,Ground,74472,72227,91457,19230,0.7897,-2245,-0.0301,1.21,0.9588,2493,1789,5351,45
2026-01-19,West,Fulfillment Center,SEA1,PDX5,SEA1-PDX5,Linehaul,169175,176916,205301,28385,0.8617,7741,0.0458,1.45,0.9351,12628,1715,12780,122
2026-01-19,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,66533,72688,77127,4439,0.9424,6155,0.0925,1.55,0.974,2029,2610,5822,55
2026-01-19,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,110112,115831,113614,-2217,1.0195,5719,0.0519,1.2,0.9402,7199,4061,8623,94
2026-01-19,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Linehaul,33364,39155,36103,-3052,1.0845,5791,0.1736,1.39,0.9384,2695,4697,3648,24
2026-01-19,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Air,29515,31932,32390,458,0.9859,2417,0.0819,2.05,0.9568,1068,1022,3058,24
2026-01-19,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Air,71282,69064,73685,4621,0.9373,-2218,-0.0311,2.23,0.974,1859,1062,5063,40
2026-01-26,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Linehaul,147734,158215,157606,-609,1.0039,10481,0.0709,1.2,0.9519,8546,1025,10564,129
2026-01-26,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Air,41126,45042,46088,1046,0.9773,3916,0.0952,1.88,0.9394,2739,465,3410,31
2026-01-26,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Linehaul,208076,224021,237207,13186,0.9444,15945,0.0766,1.28,0.9595,9856,1045,19340,162
2026-01-26,Central,Sort Center,DFW7,IAH3,DFW7-IAH3,Ground,84301,94734,101111,6377,0.9369,10433,0.1238,1.3,0.9432,6106,1079,7420,74
2026-01-26,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,63116,62356,69227,6871,0.9007,-760,-0.012,1.33,0.9513,3342,1026,4936,41
2026-01-26,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Ground,94561,90596,111373,20777,0.8134,-3965,-0.0419,1.47,0.937,4930,444,5730,63
2026-01-26,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Same-Day,43081,44454,48657,4203,0.9136,1373,0.0319,2.06,0.9818,574,490,3123,25
2026-01-26,Central,Sort Center,IND9,ORD3,IND9-ORD3,Ground,43531,35868,46287,10419,0.7749,-7663,-0.176,1.33,0.9808,761,2624,2385,28
2026-01-26,Central,Delivery Station,IND9,ORD3,IND9-ORD3,Ground,79845,72622,71009,-1613,1.0227,-7223,-0.0905,1.24,0.9712,1464,2388,5041,58
2026-01-26,Central,Delivery Station,IND9,ORD3,IND9-ORD3,Air,23887,29402,28415,-987,1.0347,5515,0.2309,1.82,0.9299,1467,1173,2567,22
2026-01-26,Central,Sort Center,IND9,ORD3,IND9-ORD3,Ground,129365,154340,152535,-1805,1.0118,24975,0.1931,1.23,0.929,12277,2636,12911,112
2026-01-26,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Air,90355,94622,95599,977,0.9898,4267,0.0472,1.85,0.9415,5419,419,7679,58
2026-01-26,Central,Delivery Station,IND9,ORD3,IND9-ORD3,Linehaul,21055,26538,22542,-3996,1.1773,5483,0.2604,1.32,0.9207,2074,4852,2072,21
2026-01-26,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,68031,69830,84636,14806,0.8251,1799,0.0264,1.47,0.9413,3875,122,5448,47
2026-01-26,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Same-Day,23419,19483,28079,8596,0.6939,-3936,-0.1681,2.31,0.963,760,591,1456,12
2026-01-26,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Ground,58662,60517,72430,11913,0.8355,1855,0.0316,1.41,0.9848,833,1851,4215,38
2026-01-26,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Air,55606,57532,64000,6468,0.8989,1926,0.0346,1.75,0.9354,3926,1916,3989,36
2026-01-26,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Ground,105013,105704,129461,23757,0.8165,691,0.0066,1.45,0.9619,4387,515,8124,75
2026-01-26,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Ground,77907,94185,84216,-9969,1.1184,16278,0.2089,1.51,0.9282,4849,10744,9162,66
2026-01-26,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Ground,28746,29121,28393,-728,1.0256,375,0.013,1.33,0.9388,1631,1237,2502,23
2026-01-26,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Ground,131338,143674,147140,3466,0.9764,12336,0.0939,1.22,0.9757,3137,1042,9552,107
2026-01-26,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,83705,78494,76739,-1755,1.0229,-5211,-0.0623,1.45,0.9374,4642,2543,7568,63
2026-01-26,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,73487,75916,70601,-5315,1.0753,2429,0.0331,1.53,0.9496,2708,6095,7558,43
2026-01-26,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,66793,68746,78343,9597,0.8775,1953,0.0292,1.49,0.9437,3495,57,6104,41
2026-01-26,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Air,93759,98373,109985,11612,0.8944,4614,0.0492,2.02,0.9595,3737,2021,9332,67
2026-01-26,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,87515,79677,106132,26455,0.7507,-7838,-0.0896,1.58,0.9778,2023,1600,5056,58
2026-01-26,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Same-Day,39186,40000,47259,7259,0.8464,814,0.0208,2.47,0.9674,921,1497,2983,24
2026-01-26,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Ground,126379,136512,130895,-5617,1.0429,10133,0.0802,1.44,0.9353,7123,6429,9966,93
2026-01-26,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Linehaul,125931,141383,143549,2166,0.9849,15452,0.1227,1.39,0.9621,4899,1615,9245,91
2026-01-26,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Same-Day,19145,19221,22251,3030,0.8638,76,0.004,2.16,0.9643,481,2597,1816,10
2026-01-26,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Ground,38928,39675,46671,6996,0.8501,747,0.0192,1.58,0.9529,1457,1751,3527,22
2026-01-26,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Ground,57382,57856,67179,9323,0.8612,474,0.0083,1.54,0.9542,2944,415,3628,43
2026-01-26,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Air,21782,25306,22430,-2876,1.1282,3524,0.1618,2.05,0.9346,1524,4522,1688,16
2026-01-26,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Ground,182354,187161,187462,301,0.9984,4807,0.0264,1.26,0.9401,11835,1693,12483,108
2026-01-26,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Air,110318,117887,136142,18255,0.8659,7569,0.0686,2.22,0.9755,3158,349,11521,79
2026-01-26,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Ground,141822,143380,161165,17785,0.8896,1558,0.011,1.22,0.9697,3869,1856,11581,118
2026-01-26,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Same-Day,54016,52109,65039,12930,0.8012,-1907,-0.0353,2.17,0.9771,1158,438,3919,33
2026-01-26,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Ground,117826,133917,127912,-6005,1.0469,16091,0.1366,1.28,0.9733,3811,7637,9433,84
2026-01-26,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Ground,153281,161047,163124,2077,0.9873,7766,0.0507,1.32,0.9513,8310,2059,10467,126
2026-01-26,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Ground,113581,112457,107556,-4901,1.0456,-1124,-0.0099,1.35,0.9318,5781,5596,9952,86
2026-01-26,South,Fulfillment Center,RDU2,CLT5,RDU2-CLT5,Ground,114136,114684,124288,9604,0.9227,548,0.0048,1.52,0.9461,6883,494,9731,82
2026-01-26,South,Sort Center,RDU2,CLT5,RDU2-CLT5,Ground,92449,91882,96124,4242,0.9559,-567,-0.0061,1.56,0.9481,4945,1227,6387,76
2026-01-26,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Air,48119,52396,55287,2891,0.9477,4277,0.0889,1.8,0.9517,2592,2684,3685,31
2026-01-26,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Ground,87181,82338,90846,8508,0.9063,-4843,-0.0556,1.47,0.979,1369,838,6800,51
2026-01-26,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,94991,89498,114550,25052,0.7813,-5493,-0.0578,1.28,0.9624,3941,2438,6949,68
2026-01-26,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Same-Day,40377,39871,49037,9166,0.8131,-506,-0.0125,2.32,0.9721,1086,883,3541,30
2026-01-26,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Linehaul,138069,150481,156683,6202,0.9604,12412,0.0899,1.25,0.9666,5072,1926,14777,114
2026-01-26,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,102764,110760,113415,2655,0.9766,7996,0.0778,1.57,0.9444,7254,2370,8189,81
2026-01-26,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,126915,122689,131674,8985,0.9318,-4226,-0.0333,1.46,0.9727,3099,472,8805,100
2026-01-26,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,150715,153105,158318,5213,0.9671,2390,0.0159,1.36,0.9477,5810,2734,12185,106
2026-01-26,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,87048,88840,88993,153,0.9983,1792,0.0206,1.49,0.9587,4061,1495,8641,70
2026-01-26,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,129361,123776,146952,23176,0.8423,-5585,-0.0432,1.41,0.9698,2978,523,11279,72
2026-01-26,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Linehaul,35332,31232,42035,10803,0.743,-4100,-0.116,1.15,0.9692,828,961,2303,22
2026-01-26,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Same-Day,40485,43583,45297,1714,0.9622,3098,0.0765,2.65,0.9687,1502,950,3268,26
2026-01-26,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Same-Day,50628,53083,57861,4778,0.9174,2455,0.0485,2.27,0.9606,2505,1184,3559,42
2026-01-26,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Air,121630,119169,145073,25904,0.8214,-2461,-0.0202,2.02,0.9531,6430,1167,11110,69
2026-01-26,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,34851,35658,37194,1536,0.9587,807,0.0232,1.22,0.9594,1341,1483,2664,23
2026-01-26,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Ground,27223,27920,33597,5677,0.831,697,0.0256,1.25,0.9702,752,1256,2381,17
2026-01-26,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Air,40185,39849,50061,10212,0.796,-336,-0.0084,1.89,0.9524,1775,45,3138,32
2026-01-26,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,138224,154292,148160,-6132,1.0414,16068,0.1162,1.33,0.9712,3533,6957,13899,104
2026-01-26,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Linehaul,133205,131861,156321,24460,0.8435,-1344,-0.0101,1.32,0.9825,2322,1482,8539,89
2026-01-26,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Air,16392,15789,17203,1414,0.9178,-603,-0.0368,2.09,0.941,713,134,1372,12
2026-01-26,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Same-Day,21588,25230,23997,-1233,1.0514,3642,0.1687,2.61,0.9677,774,2231,2268,20
2026-01-26,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Air,55531,51218,58643,7425,0.8734,-4313,-0.0777,1.86,0.9634,1614,904,4061,34
2026-01-26,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Ground,81775,89455,95524,6069,0.9365,7680,0.0939,1.38,0.957,3421,1159,8752,73
2026-01-26,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Ground,166207,166794,190867,24073,0.8739,587,0.0035,1.31,0.9474,7256,1387,16060,137
2026-01-26,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Air,14293,14707,16993,2286,0.8655,414,0.029,1.77,0.9714,380,562,1178,9
2026-01-26,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Ground,110562,105092,115758,10666,0.9079,-5470,-0.0495,1.43,0.9522,3940,1337,9074,64
2026-01-26,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,123006,145165,140847,-4318,1.0307,22159,0.1801,1.47,0.9387,9636,5376,12440,88
2026-01-26,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Air,39192,41189,45263,4074,0.91,1997,0.051,2.3,0.9437,1860,867,2999,27
2026-01-26,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,145843,158297,157447,-850,1.0054,12454,0.0854,1.3,0.9694,3500,1922,9912,128
2026-01-26,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Ground,25570,24670,30231,5561,0.816,-900,-0.0352,1.33,0.9612,1042,221,1661,15
2026-01-26,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Ground,112900,116218,136034,19816,0.8543,3318,0.0294,1.3,0.9849,1361,2851,8271,65
2026-01-26,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Air,106408,113967,111248,-2719,1.0244,7559,0.071,1.89,0.9637,3833,3941,8052,71
2026-01-26,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Linehaul,137322,142207,144320,2113,0.9854,4885,0.0356,1.24,0.9312,7796,1914,11752,99
2026-01-26,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,100909,109750,118337,8587,0.9274,8841,0.0876,1.21,0.9785,2672,1715,8303,77
2026-01-26,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Air,89036,84974,98755,13781,0.8605,-4062,-0.0456,1.91,0.9762,1933,1035,7948,52
2026-01-26,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Ground,167928,167294,207108,39814,0.8078,-634,-0.0038,1.57,0.9681,5685,2414,13814,136
2026-01-26,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Ground,90705,90230,109814,19584,0.8217,-475,-0.0052,1.51,0.9764,1611,2633,8860,50
2026-02-02,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Linehaul,150391,182261,183480,1219,0.9934,31870,0.2119,1.47,0.9398,11387,532,12365,140
2026-02-02,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Same-Day,60458,59839,62087,2248,0.9638,-619,-0.0102,2.14,0.9531,2147,3058,5227,48
2026-02-02,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Linehaul,102245,113649,119434,5785,0.9516,11404,0.1115,1.37,0.9717,3283,2808,9004,84
2026-02-02,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Ground,89083,91328,109599,18271,0.8333,2245,0.0252,1.33,0.9735,2289,2571,9055,65
2026-02-02,Central,Sort Center,IND9,ORD3,IND9-ORD3,Linehaul,131657,138435,136203,-2232,1.0164,6778,0.0515,1.38,0.9642,3737,2340,12434,77
2026-02-02,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Ground,96121,97564,116456,18892,0.8378,1443,0.015,1.5,0.9823,1969,1578,9722,69
2026-02-02,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Linehaul,32039,30708,39704,8996,0.7734,-1331,-0.0415,1.31,0.9497,1464,2532,1976,22
2026-02-02,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,53651,57588,57232,-356,1.0062,3937,0.0734,1.55,0.9558,2404,1240,4506,47
2026-02-02,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Same-Day,66855,64520,60152,-4368,1.0726,-2335,-0.0349,2.39,0.946,2923,5023,6222,39
2026-02-02,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Air,75822,68027,91284,23257,0.7452,-7795,-0.1028,2.2,0.9781,1243,621,5515,38
2026-02-02,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Ground,76352,75722,72266,-3456,1.0478,-630,-0.0083,1.38,0.9715,1923,4082,4944,49
2026-02-02,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Linehaul,145784,156247,159229,2982,0.9813,10463,0.0718,1.11,0.968,5652,597,15561,95
2026-02-02,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Linehaul,82529,85433,87107,1674,0.9808,2904,0.0352,1.26,0.9364,5627,588,6478,56
2026-02-02,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Ground,78512,88127,97851,9724,0.9006,9615,0.1225,1.22,0.9605,2911,858,7043,51
2026-02-02,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Linehaul,172767,194206,188860,-5346,1.0283,21439,0.1241,1.13,0.9351,12507,5636,15294,139
2026-02-02,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Ground,60113,65568,64481,-1087,1.0169,5455,0.0907,1.19,0.9451,3537,2896,4347,44
2026-02-02,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Ground,63237,63400,70512,7112,0.8991,163,0.0026,1.3,0.9565,2911,328,4897,50
2026-02-02,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Ground,172438,192782,177658,-15124,1.0851,20344,0.118,1.21,0.9571,9351,16024,15981,130
2026-02-02,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,33292,31857,36253,4396,0.8787,-1435,-0.0431,1.33,0.9822,537,1249,2993,23
2026-02-02,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,42624,39660,44426,4766,0.8927,-2964,-0.0695,1.36,0.9558,1604,523,2788,30
2026-02-02,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Same-Day,33043,31965,29495,-2470,1.0837,-1078,-0.0326,2.63,0.9551,1614,3026,2770,23
2026-02-02,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Ground,84809,85183,96667,11484,0.8812,374,0.0044,1.4,0.966,3299,901,6998,49
2026-02-02,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,73745,68137,82953,14816,0.8214,-5608,-0.076,1.56,0.9706,2377,2770,4867,52
2026-02-02,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,99032,85911,80262,-5649,1.0704,-13121,-0.1325,1.55,0.9305,6864,5799,5919,55
2026-02-02,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,97566,103937,104945,1008,0.9904,6371,0.0653,1.37,0.9618,4442,391,7251,83
2026-02-02,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Linehaul,67920,72752,82620,9868,0.8806,4832,0.0711,1.23,0.9596,2655,881,4627,59
